slide_id,x,y,patch_size,clases
106552,24361,26752,256,AreaSolida
106552,24361,27008,256,AreaSolida
106552,24361,31104,256,Nucleos alto grado
106552,24361,31360,256,Nucleos alto grado
106552,24617,23168,256,Permeaciones vasculares
106552,24617,23424,256,Permeaciones vasculares
106552,24617,25984,256,AreaSolida
106552,24617,26240,256,AreaSolida
106552,24617,26752,256,AreaSolida
106552,24617,27008,256,AreaSolida
106552,24617,31104,256,Nucleos alto grado
106552,24617,31360,256,Nucleos alto grado
106552,24617,31616,256,Nucleos alto grado
106552,24873,23168,256,Permeaciones vasculares
106552,24873,23424,256,Permeaciones vasculares
106552,24873,25984,256,AreaSolida
106552,24873,26240,256,AreaSolida
106552,24873,31104,256,AreaSolida|Nucleos alto grado
106552,24873,31360,256,AreaSolida|Nucleos alto grado
106552,24873,31616,256,Nucleos alto grado
106552,24873,31872,256,Nucleos alto grado
106552,25129,22912,256,Permeaciones vasculares
106552,25129,23168,256,Permeaciones vasculares
106552,25129,25472,256,AreaTubular
106552,25129,25728,256,AreaTubular
106552,25129,31104,256,Nucleos alto grado
106552,25129,31360,256,AreaSolida|Nucleos alto grado
106552,25129,31616,256,AreaSolida|Nucleos alto grado
106552,25129,31872,256,Nucleos alto grado
106552,25385,22912,256,Permeaciones vasculares
106552,25385,23168,256,Permeaciones vasculares
106552,25385,25472,256,AreaSolida|AreaTubular
106552,25385,25728,256,AreaSolida|AreaTubular
106552,25641,22912,256,Permeaciones vasculares
106552,25641,23168,256,Permeaciones vasculares
106552,25641,23424,256,Permeaciones vasculares
106552,25641,25472,256,AreaSolida
106552,25641,25728,256,AreaSolida
106552,26795,3904,256,Mitosis
106552,28645,22528,256,AreaTubular
106552,28645,22784,256,AreaTubular
106552,28901,21504,256,AreaTubular
106552,28901,21760,256,AreaTubular
106552,28901,22016,256,AreaTubular
106552,28901,22272,256,AreaTubular
106552,28901,22528,256,AreaTubular
106552,28901,22784,256,AreaTubular
106552,28901,23040,256,AreaTubular
106552,28901,23296,256,AreaTubular
106552,29157,21504,256,AreaTubular
106552,29157,21760,256,AreaTubular
106552,29157,22016,256,AreaTubular
106552,29157,22528,256,AreaTubular
106552,29157,22784,256,AreaTubular
106552,29157,23040,256,AreaTubular
106552,29157,23296,256,AreaTubular
106552,29413,22272,256,Mitosis
106552,29413,22784,256,AreaTubular
106552,29413,23040,256,AreaTubular
106552,29669,20480,256,Tumor
106552,29669,20736,256,Tumor
106552,29669,20992,256,Tumor
106552,29669,22272,256,Nucleos alto grado|Stroma
106552,29669,22528,256,AreaTubular|Nucleos alto grado|Stroma
106552,29669,22784,256,AreaTubular|Nucleos alto grado|Stroma
106552,29669,23040,256,AreaTubular|Nucleos alto grado
106552,29925,20480,256,Tumor
106552,29925,20736,256,Tumor
106552,29925,20992,256,Tumor
106552,29925,21504,256,Tumor
106552,29925,21760,256,Tumor
106552,29925,22272,256,Stroma
106552,29925,22528,256,AreaTubular|Stroma
106552,29925,22784,256,Nucleos alto grado|Stroma
106552,29925,23040,256,Nucleos alto grado
106552,29925,23552,256,Nucleos alto grado
106552,29925,23808,256,Nucleos alto grado
106552,29925,25088,256,AreaTubular
106552,30181,20480,256,Tumor
106552,30181,20736,256,Tumor
106552,30181,20992,256,Tumor
106552,30181,21504,256,Tumor
106552,30181,21760,256,Tumor
106552,30181,22528,256,AreaTubular
106552,30181,22784,256,Nucleos alto grado
106552,30181,23040,256,Nucleos alto grado
106552,30181,25088,256,AreaTubular
106552,30181,25344,256,Tumor
106552,30437,21248,256,Tumor
106552,30437,21504,256,Tumor
106552,30437,21760,256,Tumor
106552,30437,23808,256,Nucleos alto grado
106552,30437,25344,256,Tumor
106552,30437,25600,256,Tumor
106552,30693,21248,256,Tumor
106552,30693,21504,256,Tumor
106552,30693,21760,256,Tumor
106552,30693,23808,256,Nucleos alto grado
106552,30693,24064,256,(sin clase)
106552,30693,25344,256,Tumor
106552,30693,25600,256,Tumor
106552,30949,21248,256,Tumor
106552,30949,21504,256,Tumor
106552,30949,21760,256,Tumor
106552,30949,26112,256,AreaSolida
106552,30949,26368,256,AreaSolida
106552,31205,26112,256,AreaSolida
106552,31205,26368,256,AreaSolida
106552,32997,30976,256,AreaSolida
106552,32997,31232,256,AreaSolida
106552,32997,31488,256,AreaSolida
106552,33253,30464,256,AreaSolida
106552,33253,30720,256,AreaSolida
106552,33253,30976,256,AreaSolida
106552,33253,31232,256,AreaSolida
106552,33253,31488,256,AreaSolida
106552,33509,30464,256,AreaSolida
106552,33509,30720,256,AreaSolida
106552,33509,30976,256,AreaSolida
106552,33509,31232,256,AreaSolida
106552,33509,31488,256,AreaSolida
106552,34021,30720,256,AreaTubular
106552,34021,30976,256,AreaTubular
106552,34081,21696,256,Tumor
106552,34277,30720,256,AreaTubular
106552,34277,30976,256,AreaTubular
106552,34337,21696,256,Tumor
106552,34533,30720,256,AreaTubular
106552,34533,30976,256,AreaTubular
106552,34849,21696,256,Tumor
106552,34849,21952,256,Tumor
106552,35105,21696,256,Tumor
106552,35105,21952,256,Tumor
106552,35361,21696,256,Tumor
106552,35361,21952,256,Tumor
106552,48658,42432,256,Stroma
106552,48914,42432,256,Tumor
106552,48914,42688,256,Tumor
106552,48914,42944,256,Tumor
106552,49170,42432,256,Tumor
106552,49170,42688,256,Tumor
106552,49170,42944,256,Tumor
106552,49426,42432,256,Tumor
106552,49426,42688,256,Tumor
106552,49426,42944,256,Tumor
106552,49682,42432,256,Tumor
106552,49682,42688,256,Tumor
106552,49682,42944,256,Tumor
