slide_id,x,y,patch_size,clases
133677,22335,41280,256,AreaSolida
133677,22335,41536,256,AreaSolida
133677,22591,41280,256,AreaSolida
133677,22591,41536,256,AreaSolida
133677,22719,46848,256,AreaSolida
133677,22719,47104,256,AreaSolida
133677,22719,47360,256,AreaSolida
133677,22847,41024,256,AreaSolida
133677,22847,41280,256,AreaSolida
133677,22975,46848,256,AreaSolida
133677,22975,47104,256,AreaSolida
133677,22975,47360,256,AreaSolida
133677,23103,41024,256,AreaSolida
133677,23103,41280,256,AreaSolida
133677,23103,41792,256,AreaSolida
133677,23231,46848,256,AreaSolida
133677,23231,47104,256,AreaSolida
133677,23231,47360,256,AreaSolida
133677,23359,41792,256,AreaSolida
133677,23487,47104,256,AreaSolida
133677,23487,47360,256,AreaSolida
133677,24127,43584,256,Nucleos mod grado
133677,24383,43072,256,Nucleos mod grado
133677,24383,43328,256,Nucleos mod grado
133677,24383,43584,256,Nucleos mod grado
133677,24447,20544,256,Permeaciones vasculares
133677,24447,20800,256,Permeaciones vasculares
133677,24639,43328,256,Nucleos mod grado
133677,24639,43584,256,Nucleos mod grado
133677,24703,20544,256,Permeaciones vasculares
133677,24703,20800,256,Permeaciones vasculares
133677,24959,20544,256,Permeaciones vasculares
133677,24959,20800,256,Permeaciones vasculares
133677,26239,20288,256,AreaSolida
133677,26239,20544,256,AreaSolida
133677,26239,20800,256,AreaSolida
133677,26239,21056,256,AreaSolida
133677,26495,20288,256,AreaSolida
133677,26495,20544,256,AreaSolida
133677,26495,20800,256,AreaSolida
133677,26495,21056,256,AreaSolida
133677,26751,20288,256,AreaSolida
133677,26751,20544,256,AreaSolida
133677,26751,20800,256,AreaSolida
133677,26751,21056,256,AreaSolida
133677,29631,12352,256,Tumor
133677,29631,12608,256,Tumor
133677,29631,12864,256,Tumor
133677,29631,13120,256,Tumor
133677,29631,13376,256,Tumor
133677,29887,12352,256,Tumor
133677,29887,12608,256,Tumor
133677,29887,12864,256,Tumor
133677,29887,13120,256,Tumor
133677,29887,13376,256,Tumor
133677,30143,12352,256,Tumor
133677,30143,12608,256,Tumor
133677,30143,12864,256,Tumor
133677,30143,13120,256,Tumor
133677,30143,13376,256,Tumor
133677,30399,12352,256,Tumor
133677,30399,12608,256,Tumor
133677,30399,12864,256,Tumor
133677,30399,13120,256,Tumor
133677,30399,13376,256,Tumor
133677,30655,12352,256,Tumor
133677,30655,12608,256,Tumor
133677,30655,12864,256,Tumor
133677,30655,13120,256,Tumor
133677,30655,13376,256,Tumor
133677,30911,12096,256,Tumor
133677,30911,12352,256,Tumor
133677,31167,12096,256,Tumor
133677,31167,12352,256,Tumor
133677,31423,12096,256,Tumor
133677,31423,12352,256,Tumor
133677,32447,14400,256,Tumor
133677,32447,14656,256,Tumor
133677,32447,14912,256,Tumor
133677,32447,15168,256,Tumor
133677,32703,14400,256,Tumor
133677,32703,14656,256,Tumor
133677,32703,14912,256,Tumor
133677,32703,15168,256,Tumor
133677,32959,14400,256,Tumor
133677,32959,14656,256,Tumor
133677,32959,14912,256,Tumor
133677,32959,15168,256,Tumor
133677,33215,14144,256,Tumor
133677,33215,14400,256,Tumor
133677,33215,14656,256,Tumor
133677,33215,14912,256,Tumor
133677,33215,15168,256,Tumor
133677,33471,14144,256,Tumor
133677,33471,14400,256,Tumor
133677,33471,14656,256,Tumor
133677,33471,14912,256,Tumor
133677,33471,15168,256,Tumor
133677,33727,14144,256,Tumor
133677,33727,14400,256,Tumor
133677,33727,14656,256,Tumor
133677,33727,14912,256,Tumor
133677,33727,15168,256,Tumor
133677,36287,11584,256,Tumor
133677,36287,11840,256,Tumor
133677,36287,12096,256,Tumor
133677,36287,15936,256,Tumor
133677,36287,16192,256,Tumor
133677,36287,16448,256,Tumor
133677,36543,11584,256,Tumor
133677,36543,11840,256,Tumor
133677,36543,12096,256,Tumor
133677,36543,15936,256,Tumor
133677,36543,16192,256,Tumor
133677,36543,16448,256,Tumor
133677,36799,17984,256,Tumor
133677,36799,18240,256,Tumor
133677,37055,17728,256,Tumor
133677,37055,17984,256,Tumor
133677,37055,18240,256,Tumor
133677,37311,17728,256,Tumor
133677,37311,17984,256,Tumor
133677,38079,14656,256,Tumor
133677,38079,14912,256,Tumor
133677,43967,17216,256,Tumor
133677,43967,17472,256,Tumor
133677,43967,17728,256,Tumor
133677,44223,17216,256,Tumor
133677,44223,17472,256,Tumor
133677,44223,17728,256,Tumor
133677,44479,17216,256,Tumor
133677,44479,17472,256,Tumor
133677,44479,17728,256,Tumor
