slide_id,x,y,patch_size,clases
142541-1,13305,19904,256,Tumor
142541-1,13305,20160,256,Tumor
142541-1,13305,20416,256,Tumor
142541-1,13305,20672,256,Tumor
142541-1,13305,20928,256,Tumor
142541-1,13561,19904,256,Tumor
142541-1,13561,20160,256,Tumor
142541-1,13561,20416,256,Tumor
142541-1,13561,20672,256,Tumor
142541-1,13561,20928,256,Tumor
142541-1,13817,19904,256,Tumor
142541-1,13817,20160,256,Tumor
142541-1,13817,20416,256,Tumor
142541-1,13817,20672,256,Tumor
142541-1,13817,20928,256,Tumor
142541-1,13817,22720,256,Tumor
142541-1,13817,22976,256,Tumor
142541-1,13817,23232,256,Tumor
142541-1,14073,19904,256,Tumor
142541-1,14073,20160,256,Tumor
142541-1,14073,20416,256,Tumor
142541-1,14073,20672,256,Tumor
142541-1,14073,20928,256,Tumor
142541-1,14073,22720,256,Tumor
142541-1,14073,22976,256,Tumor
142541-1,14073,23232,256,Tumor
142541-1,14329,22720,256,Tumor
142541-1,14329,22976,256,Tumor
142541-1,14329,23232,256,Tumor
142541-1,14585,22720,256,Tumor
142541-1,14585,22976,256,Tumor
142541-1,14585,23232,256,Tumor
142541-1,18612,14912,256,AreaSolida
142541-1,18612,15168,256,AreaSolida
142541-1,18612,15424,256,AreaSolida
142541-1,18868,14912,256,AreaSolida
142541-1,18868,15168,256,AreaSolida
142541-1,18868,15424,256,AreaSolida
142541-1,19124,14912,256,AreaSolida
142541-1,19124,15168,256,AreaSolida
142541-1,19124,15424,256,AreaSolida
142541-1,19636,21056,256,Necrosis
142541-1,19636,21312,256,Necrosis
142541-1,19636,22080,256,Necrosis
142541-1,19636,22336,256,Necrosis
142541-1,19636,22592,256,Necrosis
142541-1,19892,21056,256,Necrosis
142541-1,19892,21312,256,Necrosis
142541-1,19892,22080,256,Necrosis
142541-1,19892,22336,256,Necrosis
142541-1,19892,22592,256,Necrosis
142541-1,20148,22080,256,Necrosis
142541-1,20148,22336,256,Necrosis
142541-1,20148,22592,256,Necrosis
142541-1,25006,16512,256,Tumor
142541-1,25006,16768,256,Tumor
142541-1,25006,17024,256,Tumor
142541-1,25262,16512,256,Tumor
142541-1,25262,16768,256,Tumor
142541-1,25262,17024,256,Tumor
142541-1,25518,16512,256,Tumor
142541-1,25518,16768,256,Tumor
142541-1,25518,17024,256,Tumor
142541-1,25774,21120,256,Tumor
142541-1,25774,21376,256,Tumor
142541-1,25774,21632,256,Tumor
142541-1,25774,21888,256,Tumor
142541-1,26030,21120,256,Tumor
142541-1,26030,21376,256,Tumor
142541-1,26030,21632,256,Tumor
142541-1,26030,21888,256,Tumor
142541-1,26286,21120,256,Tumor
142541-1,26286,21376,256,Tumor
142541-1,26286,21632,256,Tumor
142541-1,26286,21888,256,Tumor
142541-1,26542,21120,256,Tumor
142541-1,26542,21376,256,Tumor
142541-1,26542,21632,256,Tumor
142541-1,26542,21888,256,Tumor
142541-1,26798,21120,256,Tumor
142541-1,26798,21376,256,Tumor
142541-1,26798,21632,256,Tumor
142541-1,26798,21888,256,Tumor
142541-1,27564,6848,256,CDIS_solido
142541-1,27564,7104,256,CDIS_solido
142541-1,27564,7360,256,CDIS_solido
142541-1,27564,7616,256,CDIS_solido
142541-1,27820,6848,256,CDIS_solido
142541-1,27820,7104,256,CDIS_solido
142541-1,27820,7360,256,CDIS_solido
142541-1,27820,7616,256,CDIS_solido
142541-1,28076,6848,256,CDIS_solido
142541-1,28076,7104,256,CDIS_solido
142541-1,28076,7360,256,CDIS_solido
142541-1,28076,7616,256,CDIS_solido
142541-1,30892,15552,256,AreaTubular
142541-1,30892,15808,256,AreaTubular
142541-1,33196,24256,256,Permeaciones vasculares
142541-1,33196,24512,256,Permeaciones vasculares
142541-1,33196,24768,256,Permeaciones vasculares
142541-1,33452,24256,256,Permeaciones vasculares
142541-1,33452,24512,256,Permeaciones vasculares
142541-1,33452,24768,256,Permeaciones vasculares
142541-1,33708,24256,256,Permeaciones vasculares
142541-1,33708,24512,256,Permeaciones vasculares
142541-1,33708,24768,256,Permeaciones vasculares
142541-1,42785,11520,256,Nucleos mod grado
142541-1,43809,10752,256,Nucleos mod grado
142541-1,43809,11008,256,Nucleos mod grado
142541-1,44065,10496,256,Nucleos mod grado
142541-1,44065,10752,256,Nucleos mod grado
