slide_id,x,y,patch_size,clases
154144,15541,19904,256,Tumor
154144,15541,20160,256,Tumor
154144,15797,19904,256,Tumor
154144,15797,20160,256,Tumor
154144,16053,19904,256,Tumor
154144,16053,20160,256,Mitosis|Tumor
154144,16821,20928,256,Tumor
154144,16821,21184,256,Tumor
154144,17077,20928,256,Tumor
154144,17077,21184,256,Tumor
154144,17333,20928,256,Tumor
154144,17333,21184,256,Tumor
154144,17589,20672,256,Nucleos mod grado
154144,17589,20928,256,Nucleos mod grado|Tumor
154144,17589,21184,256,Nucleos mod grado|Tumor
154144,23732,21120,256,Tumor
154144,23732,21376,256,Tumor
154144,23988,21120,256,Tumor
154144,23988,21376,256,Tumor
154144,23988,21888,256,Tumor
154144,23988,22144,256,Tumor
154144,24244,21120,256,Tumor
154144,24244,21376,256,Tumor
154144,24244,21888,256,Tumor
154144,24244,22144,256,Tumor
154144,24500,20864,256,Tumor
154144,24500,21120,256,Tumor
154144,24500,21376,256,Tumor
154144,24500,21888,256,Tumor
154144,24500,22144,256,Tumor
154144,24756,20864,256,Tumor
154144,24756,21120,256,Tumor
154144,25524,21120,256,Tumor
154144,25524,21376,256,Tumor
154144,25524,21632,256,Tumor
154144,25780,21120,256,Tumor
154144,25780,21376,256,Tumor
154144,25780,21632,256,Tumor
154144,26036,21120,256,Tumor
154144,26036,21376,256,Tumor
154144,26036,21632,256,Tumor
154144,26292,21120,256,Tumor
154144,26292,21376,256,Tumor
154144,26292,21632,256,Tumor
154144,38952,10624,256,Tumor
154144,38952,10880,256,Nucleos mod grado|Tumor
154144,38952,11136,256,Tumor
154144,38952,11392,256,Nucleos mod grado
154144,39208,10624,256,Tumor
154144,39208,10880,256,Tumor
154144,39208,11136,256,Nucleos mod grado|Tumor
154144,39208,11392,256,Nucleos mod grado
154144,39464,10624,256,Tumor
154144,39464,10880,256,Tumor
154144,39464,11136,256,Nucleos mod grado|Tumor
154144,39464,11392,256,Nucleos mod grado
