slide_id,x,y,patch_size,clases
128250,10429,17152,256,CDIS_cribiforme
128250,10429,17408,256,CDIS_cribiforme
128250,10429,17664,256,CDIS_cribiforme
128250,10429,17920,256,CDIS_cribiforme
128250,10429,18176,256,CDIS_cribiforme
128250,10429,18432,256,CDIS_cribiforme
128250,10685,17152,256,CDIS_cribiforme
128250,10685,17408,256,CDIS_cribiforme
128250,10685,17664,256,CDIS_cribiforme
128250,10685,17920,256,CDIS_cribiforme
128250,10685,18176,256,CDIS_cribiforme
128250,10685,18432,256,CDIS_cribiforme
128250,10685,18688,256,CDIS_cribiforme
128250,10941,17152,256,CDIS_cribiforme
128250,10941,17408,256,CDIS_cribiforme
128250,10941,17664,256,CDIS_cribiforme
128250,10941,17920,256,CDIS_cribiforme
128250,10941,18176,256,CDIS_cribiforme
128250,10941,18432,256,CDIS_cribiforme
128250,10941,18688,256,CDIS_cribiforme
128250,11197,17152,256,CDIS_cribiforme
128250,11197,17408,256,CDIS_cribiforme
128250,11197,17664,256,CDIS_cribiforme
128250,11197,17920,256,CDIS_cribiforme
128250,11197,18176,256,CDIS_cribiforme
128250,11197,18432,256,CDIS_cribiforme
128250,11197,18688,256,CDIS_cribiforme
128250,11453,17152,256,CDIS_cribiforme
128250,11453,17408,256,CDIS_cribiforme
128250,11453,17664,256,CDIS_cribiforme
128250,11453,17920,256,CDIS_cribiforme
128250,11453,18176,256,CDIS_cribiforme
128250,11453,18432,256,CDIS_cribiforme
128250,11453,18688,256,CDIS_cribiforme
128250,11453,19712,256,CDIS_cribiforme
128250,11453,19968,256,CDIS_cribiforme
128250,11453,20224,256,CDIS_cribiforme
128250,11453,20480,256,CDIS_cribiforme
128250,11453,20736,256,CDIS_cribiforme
128250,11453,20992,256,CDIS_cribiforme
128250,11709,17152,256,CDIS_cribiforme
128250,11709,17408,256,CDIS_cribiforme
128250,11709,17664,256,CDIS_cribiforme
128250,11709,17920,256,CDIS_cribiforme
128250,11709,18176,256,CDIS_cribiforme
128250,11709,18432,256,CDIS_cribiforme
128250,11709,18688,256,CDIS_cribiforme
128250,11709,19712,256,CDIS_cribiforme
128250,11709,19968,256,CDIS_cribiforme
128250,11709,20224,256,CDIS_cribiforme
128250,11709,20480,256,CDIS_cribiforme
128250,11709,20736,256,CDIS_cribiforme
128250,11709,20992,256,CDIS_cribiforme
128250,11965,17152,256,CDIS_cribiforme
128250,11965,17408,256,CDIS_cribiforme
128250,11965,17664,256,CDIS_cribiforme
128250,11965,17920,256,CDIS_cribiforme
128250,11965,18176,256,CDIS_cribiforme
128250,11965,18432,256,CDIS_cribiforme
128250,11965,18688,256,CDIS_cribiforme
128250,11965,19712,256,CDIS_cribiforme
128250,11965,19968,256,CDIS_cribiforme
128250,11965,20224,256,CDIS_cribiforme
128250,11965,20480,256,CDIS_cribiforme
128250,11965,20736,256,CDIS_cribiforme
128250,11965,20992,256,CDIS_cribiforme
128250,12221,17152,256,CDIS_cribiforme
128250,12221,17408,256,CDIS_cribiforme
128250,12221,17664,256,CDIS_cribiforme
128250,12221,17920,256,CDIS_cribiforme
128250,12221,18176,256,CDIS_cribiforme
128250,12221,18432,256,CDIS_cribiforme
128250,12221,18688,256,CDIS_cribiforme
128250,12221,19712,256,CDIS_cribiforme
128250,12221,19968,256,CDIS_cribiforme
128250,12221,20224,256,CDIS_cribiforme
128250,12221,20480,256,CDIS_cribiforme
128250,12221,20736,256,CDIS_cribiforme
128250,12221,20992,256,CDIS_cribiforme
128250,13501,23552,256,microcalcificaciones
128250,13501,23808,256,microcalcificaciones
128250,13757,23296,256,Comedonecrosis
128250,13757,23552,256,Comedonecrosis|microcalcificaciones
128250,13757,23808,256,Comedonecrosis|microcalcificaciones
128250,14013,23296,256,Comedonecrosis
128250,14013,23552,256,Comedonecrosis
128250,14013,23808,256,Comedonecrosis
128250,14269,23296,256,Comedonecrosis
128250,14269,23552,256,Comedonecrosis
128250,14269,23808,256,Comedonecrosis
128250,14781,26368,256,microcalcificaciones
128250,14781,27392,256,Mitosis
128250,15037,25600,256,Nucleos mod grado
128250,15037,25856,256,Nucleos mod grado
128250,15037,26368,256,microcalcificaciones
128250,15037,26624,256,Tumor
128250,15037,26880,256,Tumor
128250,15037,27136,256,Tumor
128250,15293,25856,256,Nucleos mod grado
128250,15293,26112,256,Nucleos mod grado
128250,15293,26624,256,Tumor
128250,15293,26880,256,Tumor
128250,15293,27136,256,Tumor
128250,15549,26624,256,Tumor
128250,15549,26880,256,Tumor
128250,15549,27136,256,Tumor
128250,15805,26624,256,Tumor
128250,15805,26880,256,Tumor
128250,15805,27136,256,Tumor
128250,15805,28416,256,Comedonecrosis
128250,15805,28672,256,Comedonecrosis
128250,15805,28928,256,Comedonecrosis
128250,15805,29184,256,Comedonecrosis
128250,16061,26624,256,Tumor
128250,16061,26880,256,Tumor
128250,16061,27136,256,Tumor
128250,16061,28416,256,Comedonecrosis
128250,16061,28672,256,Comedonecrosis
128250,16061,28928,256,Comedonecrosis
128250,16061,29184,256,Comedonecrosis
128250,16317,26624,256,Tumor
128250,16317,26880,256,Tumor
128250,16317,27136,256,Tumor
128250,16317,28416,256,Comedonecrosis
128250,16317,28672,256,Comedonecrosis
128250,16317,28928,256,Comedonecrosis
128250,16317,29184,256,Comedonecrosis
128250,16573,26880,256,Tumor
128250,16573,27136,256,Tumor
128250,16573,28416,256,Comedonecrosis
