slide_id,x,y,patch_size,clases
109609,19834,9344,256,Tumor
109609,19834,11648,256,microcalcificaciones
109609,20090,11392,256,Tumor
109609,21114,11392,256,Tumor
109609,21114,11648,256,Tumor
109609,26677,7680,256,Mitosis
109609,26933,7680,256,Mitosis
109609,27701,6144,256,Tumor
109609,27957,5888,256,Tumor
109609,27957,6144,256,Tumor
109609,28018,16704,256,microcalcificaciones
109609,28213,6144,256,Tumor
109609,28213,6656,256,Tumor
109609,28213,6912,256,Tumor
109609,28213,11264,256,Nucleos mod grado|Tumor
109609,28274,16704,256,microcalcificaciones
109609,28469,10496,256,Nucleos mod grado
109609,28469,10752,256,Nucleos mod grado
109609,28469,11264,256,Nucleos mod grado|Tumor
109609,28725,10752,256,Nucleos mod grado
109609,28725,11264,256,Tumor
109609,28725,11520,256,Tumor
