slide_id,x,y,patch_size,clases
124806,16830,10624,256,Permeaciones vasculares
124806,16830,10880,256,Permeaciones vasculares
124806,17086,10624,256,Permeaciones vasculares
124806,17086,10880,256,Permeaciones vasculares
124806,19390,22656,256,Tumor
124806,19390,22912,256,Tumor
124806,19390,23168,256,Tumor
124806,19390,23424,256,Tumor
124806,19646,22656,256,Tumor
124806,19646,22912,256,Tumor
124806,19646,23168,256,Tumor
124806,19646,23424,256,Tumor
124806,19902,22656,256,Tumor
124806,19902,22912,256,Tumor
124806,19902,23168,256,Tumor
124806,19902,23424,256,Tumor
124806,20158,22656,256,Tumor
124806,20158,22912,256,Tumor
124806,20158,23168,256,Tumor
124806,20158,23424,256,Tumor
124806,20348,6336,256,Nucleos alto grado
124806,20926,23168,256,Tumor
124806,20926,23424,256,Tumor
124806,20926,23680,256,Tumor
124806,21182,23168,256,Tumor
124806,21182,23424,256,Tumor
124806,21182,23680,256,Tumor
124806,21628,6080,256,Nucleos alto grado
124806,21628,6336,256,Nucleos alto grado
124806,21628,7104,256,Mitosis
124806,21884,6080,256,Nucleos alto grado
124806,21884,6336,256,Nucleos alto grado
124806,22140,6336,256,Mitosis
124806,22140,8128,256,Nucleos alto grado
124806,22140,8384,256,Nucleos alto grado
124806,22206,24192,256,Mitosis
124806,22396,8640,256,Mitosis
124806,22462,25216,256,Tumor
124806,22462,25472,256,Tumor
124806,22462,25728,256,Tumor
124806,22652,6592,256,Mitosis
124806,22718,25216,256,Tumor
124806,22718,25472,256,Tumor
124806,22718,25728,256,Tumor
124806,22974,25216,256,Tumor
124806,22974,25472,256,Tumor
124806,22974,25728,256,Tumor
124806,23230,25216,256,Tumor
124806,23230,25472,256,Tumor
124806,23230,25728,256,Tumor
124806,23486,25216,256,Tumor
124806,23486,25472,256,Tumor
124806,23486,25728,256,Tumor
124806,23486,25984,256,Tumor
124806,23742,25728,256,Tumor
124806,23742,25984,256,Tumor
124806,23932,9920,256,Tumor
124806,23932,10176,256,Tumor
124806,23998,25728,256,Tumor
124806,23998,25984,256,Tumor
124806,24188,9920,256,Tumor
124806,24188,10176,256,Tumor
124806,24254,25472,256,Tumor
124806,24254,25728,256,Tumor
124806,24254,25984,256,Tumor
124806,24254,26240,256,Tumor
124806,24444,9920,256,Tumor
124806,24444,10176,256,Tumor
124806,24444,11200,256,Nucleos alto grado
124806,24444,11456,256,Nucleos alto grado
124806,24510,25472,256,Tumor
124806,24510,25728,256,Tumor
124806,24510,25984,256,Tumor
124806,24510,26240,256,Tumor
124806,24700,9920,256,Tumor
124806,24700,10176,256,Tumor
124806,24700,10432,256,Tumor
124806,24700,11200,256,Nucleos alto grado
124806,24700,11456,256,Comedonecrosis
124806,24700,11712,256,Comedonecrosis
124806,24700,11968,256,Comedonecrosis
124806,24700,12224,256,Comedonecrosis
124806,24700,12480,256,Comedonecrosis
124806,24766,25472,256,Tumor
124806,24766,25728,256,Tumor
124806,24766,25984,256,Tumor
124806,24766,26240,256,Tumor
124806,24956,9920,256,Mitosis
124806,24956,10176,256,Tumor
124806,24956,10432,256,Tumor
124806,24956,11456,256,Comedonecrosis
124806,24956,11712,256,Comedonecrosis
124806,24956,11968,256,Comedonecrosis
124806,24956,12224,256,Comedonecrosis
124806,24956,12480,256,Comedonecrosis
124806,25022,25472,256,Tumor
124806,25022,25728,256,Tumor
124806,25022,25984,256,Tumor
124806,25022,26240,256,Tumor
124806,25212,9920,256,Mitosis
124806,25212,10688,256,Comedonecrosis
124806,25212,10944,256,Comedonecrosis
124806,25212,11200,256,Comedonecrosis
124806,25212,11456,256,Comedonecrosis
124806,25212,11712,256,Comedonecrosis
124806,25212,11968,256,Comedonecrosis
124806,25212,12224,256,Comedonecrosis
124806,25212,12480,256,Comedonecrosis
124806,25468,10688,256,Comedonecrosis
124806,25468,10944,256,Comedonecrosis
124806,25468,11200,256,Comedonecrosis
124806,25468,11456,256,Comedonecrosis
124806,25468,11712,256,Comedonecrosis
124806,25468,11968,256,Comedonecrosis
124806,25468,12224,256,Comedonecrosis
124806,25468,12480,256,Comedonecrosis
124806,25724,4736,256,Tumor
124806,25724,4992,256,Tumor
124806,25724,5248,256,Tumor
124806,25724,5504,256,Tumor
124806,25724,5760,256,Tumor
124806,25724,6016,256,Tumor
124806,25724,10688,256,Comedonecrosis
124806,25724,10944,256,Comedonecrosis
124806,25724,11200,256,Comedonecrosis
124806,25724,11456,256,Comedonecrosis
124806,25724,11712,256,Comedonecrosis
